permit_id,sensor_reading_id,permit_type,status,zone_id,unit_id,issued_at,expires_at
PERMIT-001840,1840,general,active,unit-2-zone-2,unit-2,2026-06-11T18:36:37.052629,2026-06-11T22:09:10.856393
PERMIT-001841,1841,hot_work,active,unit-2-zone-3,unit-2,2026-06-11T19:10:12.564261,2026-06-12T02:43:21.889953
PERMIT-001842,1842,general,active,unit-1-zone-2,unit-1,2026-06-11T19:01:45.329548,2026-06-11T23:37:41.479605
PERMIT-001843,1843,general,expired,unit-4-zone-2,unit-4,2026-06-11T21:37:31.235700,2026-06-12T00:26:59.103402
PERMIT-001844,1844,confined_space,active,unit-5-zone-1,unit-5,2026-06-23T11:51:48.424321,2026-06-23T18:32:17.592234
PERMIT-001845,1845,electrical,active,unit-3-zone-1,unit-3,2026-06-14T14:37:04.114938,2026-06-14T18:20:44.755846
PERMIT-001846,1846,confined_space,active,unit-5-zone-1,unit-5,2026-06-23T13:21:58.307583,2026-06-23T20:39:21.972579
PERMIT-001847,1847,hot_work,active,unit-2-zone-2,unit-2,2026-06-11T18:11:12.849710,2026-06-12T02:11:00.116555
PERMIT-001848,1848,electrical,expired,unit-4-zone-1,unit-4,2026-06-11T22:38:37.435890,2026-06-11T23:58:01.557224
PERMIT-001849,1849,general,active,unit-1-zone-2,unit-1,2026-06-11T18:25:39.792057,2026-06-11T22:58:46.097449
PERMIT-001850,1850,hot_work,expired,unit-4-zone-1,unit-4,2026-06-11T21:53:03.352701,2026-06-12T01:20:12.702511
PERMIT-001851,1851,general,active,unit-1-zone-2,unit-1,2026-06-11T19:20:09.761281,2026-06-12T01:26:15.439069
PERMIT-001852,1852,electrical,active,unit-4-zone-2,unit-4,2026-06-11T21:48:15.143509,2026-06-12T03:03:50.896808
PERMIT-001853,1853,electrical,expired,unit-4-zone-1,unit-4,2026-06-11T22:21:55.694705,2026-06-12T00:38:18.775535
PERMIT-001854,1854,general,active,unit-5-zone-3,unit-5,2026-06-23T11:58:59.716897,2026-06-23T16:33:09.601399
PERMIT-001855,1855,hot_work,active,unit-1-zone-3,unit-1,2026-06-11T16:34:51.649655,2026-06-11T23:04:38.902562
PERMIT-001856,1856,general,active,unit-4-zone-3,unit-4,2026-06-12T00:06:43.127405,2026-06-12T04:21:59.130706
PERMIT-001857,1857,general,active,unit-5-zone-1,unit-5,2026-06-23T13:38:17.304733,2026-06-23T20:26:33.034338
PERMIT-001858,1858,general,active,unit-1-zone-1,unit-1,2026-06-11T17:58:57.255578,2026-06-12T01:53:10.061970
PERMIT-001859,1859,confined_space,active,unit-1-zone-3,unit-1,2026-06-11T19:09:34.674123,2026-06-12T01:19:57.465087
PERMIT-001860,1860,electrical,active,unit-5-zone-2,unit-5,2026-06-23T12:57:35.524455,2026-06-23T20:06:42.711236
PERMIT-001861,1861,hot_work,active,unit-2-zone-2,unit-2,2026-06-11T19:08:36.778048,2026-06-11T22:50:39.958272
PERMIT-001862,1862,electrical,active,unit-4-zone-1,unit-4,2026-06-12T00:51:51.680673,2026-06-12T05:51:15.160290
PERMIT-001863,1863,confined_space,active,unit-2-zone-1,unit-2,2026-06-11T19:28:15.544613,2026-06-12T01:41:01.647380
PERMIT-001864,1864,hot_work,active,unit-3-zone-2,unit-3,2026-06-14T15:52:56.264395,2026-06-14T21:48:31.124573
PERMIT-001865,1865,general,active,unit-4-zone-2,unit-4,2026-06-11T23:38:40.810029,2026-06-12T05:17:48.869628
PERMIT-001866,1866,hot_work,active,unit-1-zone-1,unit-1,2026-06-11T19:25:44.467456,2026-06-12T01:59:00.086850
PERMIT-001867,1867,electrical,active,unit-3-zone-3,unit-3,2026-06-14T15:37:19.840456,2026-06-14T18:11:05.471419
PERMIT-001868,1868,confined_space,active,unit-4-zone-3,unit-4,2026-06-12T00:43:01.816398,2026-06-12T07:20:51.942572
PERMIT-001869,1869,general,active,unit-5-zone-3,unit-5,2026-06-23T13:47:32.748955,2026-06-23T21:29:57.931963
PERMIT-001870,1870,hot_work,expired,unit-1-zone-2,unit-1,2026-06-11T17:14:36.206508,2026-06-11T19:42:08.675302
PERMIT-001871,1871,general,active,unit-5-zone-3,unit-5,2026-06-23T11:20:57.988513,2026-06-23T17:33:49.552568
PERMIT-001872,1872,hot_work,active,unit-5-zone-2,unit-5,2026-06-23T11:33:45.489138,2026-06-23T15:28:52.519234
PERMIT-001873,1873,confined_space,active,unit-3-zone-3,unit-3,2026-06-14T16:41:01.155572,2026-06-14T18:42:29.651700
PERMIT-001874,1874,hot_work,active,unit-5-zone-1,unit-5,2026-06-23T12:39:48.028308,2026-06-23T17:30:21.423297
PERMIT-001875,1875,electrical,active,unit-4-zone-1,unit-4,2026-06-12T02:15:34.910658,2026-06-12T08:44:43.803812
PERMIT-001876,1876,hot_work,active,unit-5-zone-2,unit-5,2026-06-23T13:00:38.467415,2026-06-23T18:44:20.245574
PERMIT-001877,1877,general,active,unit-5-zone-3,unit-5,2026-06-23T13:01:21.630069,2026-06-23T19:12:06.706130
PERMIT-001878,1878,general,active,unit-2-zone-1,unit-2,2026-06-11T19:30:55.657573,2026-06-11T21:37:21.207320
PERMIT-001879,1879,electrical,active,unit-4-zone-1,unit-4,2026-06-12T00:16:34.232633,2026-06-12T03:17:27.915582
PERMIT-001880,1880,hot_work,active,unit-1-zone-2,unit-1,2026-06-11T20:40:18.498498,2026-06-12T03:01:02.507595
PERMIT-001881,1881,electrical,active,unit-2-zone-1,unit-2,2026-06-11T18:07:40.733044,2026-06-11T22:15:13.795703
PERMIT-001882,1882,electrical,active,unit-2-zone-3,unit-2,2026-06-11T18:31:39.375216,2026-06-11T23:25:34.175977
PERMIT-001883,1883,general,active,unit-1-zone-1,unit-1,2026-06-11T18:38:28.993293,2026-06-11T23:39:16.301034
PERMIT-001884,1884,hot_work,active,unit-1-zone-1,unit-1,2026-06-11T18:58:03.260990,2026-06-11T23:38:56.572819
PERMIT-001885,1885,confined_space,active,unit-4-zone-2,unit-4,2026-06-12T02:18:36.648041,2026-06-12T06:41:58.209675
PERMIT-001886,1886,electrical,active,unit-3-zone-3,unit-3,2026-06-14T17:40:05.751103,2026-06-15T01:20:46.397939
PERMIT-001887,1887,confined_space,active,unit-5-zone-3,unit-5,2026-06-23T12:27:12.006964,2026-06-23T18:05:29.025864
PERMIT-001888,1888,general,active,unit-2-zone-2,unit-2,2026-06-11T18:32:58.915780,2026-06-11T21:34:52.197959
PERMIT-001889,1889,hot_work,active,unit-2-zone-2,unit-2,2026-06-11T20:56:56.150208,2026-06-12T04:35:18.163707
PERMIT-001890,1890,confined_space,active,unit-3-zone-2,unit-3,2026-06-14T17:39:14.554560,2026-06-14T23:14:06.019111
PERMIT-001891,1891,electrical,expired,unit-3-zone-1,unit-3,2026-06-14T14:45:09.949846,2026-06-14T16:57:50.998192
PERMIT-001892,1892,hot_work,active,unit-5-zone-1,unit-5,2026-06-23T12:49:26.588177,2026-06-23T19:09:57.965379
PERMIT-001893,1893,general,active,unit-5-zone-2,unit-5,2026-06-23T12:09:22.004469,2026-06-23T19:07:52.833400
PERMIT-001894,1894,electrical,expired,unit-5-zone-2,unit-5,2026-06-23T12:45:37.480964,2026-06-23T15:49:31.519752
PERMIT-001895,1895,hot_work,active,unit-3-zone-3,unit-3,2026-06-14T16:24:53.648534,2026-06-14T22:17:28.994106
PERMIT-001896,1896,hot_work,expired,unit-5-zone-2,unit-5,2026-06-23T12:30:51.157130,2026-06-23T14:40:11.240274
PERMIT-001897,1897,electrical,active,unit-1-zone-1,unit-1,2026-06-11T17:20:54.567929,2026-06-12T01:19:47.475754
PERMIT-001898,1898,confined_space,expired,unit-1-zone-3,unit-1,2026-06-11T18:26:34.603497,2026-06-11T20:45:59.391610
PERMIT-001899,1899,hot_work,active,unit-2-zone-3,unit-2,2026-06-11T19:24:51.288760,2026-06-11T22:37:21.189139
PERMIT-001900,1900,hot_work,expired,unit-2-zone-1,unit-2,2026-06-11T18:32:29.651031,2026-06-11T20:14:56.762941
PERMIT-001901,1901,confined_space,active,unit-5-zone-1,unit-5,2026-06-23T15:46:46.958073,2026-06-23T23:23:56.461316
PERMIT-001902,1902,electrical,active,unit-1-zone-3,unit-1,2026-06-11T20:15:40.227902,2026-06-11T23:05:54.385583
PERMIT-001903,1903,electrical,active,unit-2-zone-3,unit-2,2026-06-11T19:32:20.938498,2026-06-12T02:12:36.686971
PERMIT-001904,1904,electrical,expired,unit-1-zone-3,unit-1,2026-06-11T18:14:01.590178,2026-06-11T21:29:30.403472
PERMIT-001905,1905,general,expired,unit-5-zone-3,unit-5,2026-06-23T12:35:42.335831,2026-06-23T15:42:26.478478
PERMIT-001906,1906,confined_space,expired,unit-1-zone-1,unit-1,2026-06-11T20:21:45.930126,2026-06-11T21:13:12.458719
PERMIT-001907,1907,confined_space,active,unit-2-zone-1,unit-2,2026-06-11T18:37:30.720957,2026-06-12T00:52:33.107452
PERMIT-001908,1908,electrical,active,unit-3-zone-1,unit-3,2026-06-14T17:40:36.053972,2026-06-15T00:47:04.406350
PERMIT-001909,1909,general,active,unit-2-zone-3,unit-2,2026-06-11T18:19:07.044440,2026-06-12T01:40:12.512171
PERMIT-001910,1910,confined_space,active,unit-4-zone-3,unit-4,2026-06-12T02:35:49.118729,2026-06-12T05:38:46.162767
PERMIT-001911,1911,general,active,unit-5-zone-2,unit-5,2026-06-23T14:44:31.448842,2026-06-23T17:26:19.796203
PERMIT-001912,1912,general,expired,unit-4-zone-3,unit-4,2026-06-11T23:23:49.522551,2026-06-12T02:41:10.465830
PERMIT-001913,1913,confined_space,active,unit-5-zone-1,unit-5,2026-06-23T16:03:10.204288,2026-06-23T21:58:08.738271
PERMIT-001914,1914,electrical,active,unit-1-zone-3,unit-1,2026-06-11T20:06:42.720448,2026-06-11T22:58:32.558531
PERMIT-001915,1915,general,active,unit-5-zone-2,unit-5,2026-06-23T15:39:18.661184,2026-06-23T20:36:23.653199
PERMIT-001916,1916,electrical,active,unit-1-zone-3,unit-1,2026-06-11T19:27:31.100135,2026-06-12T02:38:10.125048
PERMIT-001917,1917,general,active,unit-2-zone-2,unit-2,2026-06-11T21:32:13.908990,2026-06-12T04:14:36.064707
PERMIT-001918,1918,confined_space,active,unit-2-zone-3,unit-2,2026-06-11T19:43:06.672120,2026-06-11T23:34:32.271861
PERMIT-001919,1919,general,expired,unit-3-zone-2,unit-3,2026-06-14T18:05:45.102834,2026-06-14T18:18:58.514572
PERMIT-001920,1920,confined_space,active,unit-3-zone-1,unit-3,2026-06-14T17:06:34.650610,2026-06-14T20:32:25.383951
PERMIT-001921,1921,confined_space,active,unit-4-zone-3,unit-4,2026-06-12T01:29:55.907296,2026-06-12T04:10:13.667245
PERMIT-001922,1922,electrical,expired,unit-3-zone-3,unit-3,2026-06-14T16:26:07.829888,2026-06-14T17:47:30.623614
PERMIT-001923,1923,hot_work,expired,unit-5-zone-3,unit-5,2026-06-23T14:37:05.772393,2026-06-23T16:58:02.599370
PERMIT-001924,1924,confined_space,active,unit-4-zone-1,unit-4,2026-06-12T00:09:08.653167,2026-06-12T04:07:41.239814
PERMIT-001925,1925,hot_work,expired,unit-3-zone-3,unit-3,2026-06-14T16:56:01.704013,2026-06-14T17:30:13.409908
PERMIT-001926,1926,general,active,unit-2-zone-3,unit-2,2026-06-11T21:16:12.336452,2026-06-12T04:59:02.513491
PERMIT-001927,1927,confined_space,active,unit-4-zone-1,unit-4,2026-06-12T00:08:29.536405,2026-06-12T06:58:55.014837
PERMIT-001928,1928,confined_space,active,unit-5-zone-3,unit-5,2026-06-23T17:14:31.081720,2026-06-23T23:50:18.529857
PERMIT-001929,1929,electrical,active,unit-2-zone-3,unit-2,2026-06-11T21:18:00.883327,2026-06-12T03:26:05.166440
PERMIT-001930,1930,general,expired,unit-1-zone-2,unit-1,2026-06-11T19:28:00.088178,2026-06-11T21:25:34.638876
PERMIT-001931,1931,electrical,expired,unit-1-zone-3,unit-1,2026-06-11T19:23:13.979200,2026-06-11T22:07:46.957423
PERMIT-001932,1932,general,active,unit-4-zone-3,unit-4,2026-06-12T02:44:30.921724,2026-06-12T09:26:38.897527
PERMIT-001933,1933,electrical,active,unit-5-zone-3,unit-5,2026-06-23T15:27:47.243644,2026-06-23T20:13:30.420061
PERMIT-001934,1934,electrical,active,unit-2-zone-2,unit-2,2026-06-11T21:31:49.846870,2026-06-12T00:25:27.428810
PERMIT-001935,1935,electrical,active,unit-4-zone-3,unit-4,2026-06-12T02:00:28.212880,2026-06-12T07:46:07.911574
PERMIT-001936,1936,general,active,unit-5-zone-2,unit-5,2026-06-23T15:53:41.789932,2026-06-23T21:58:51.719042
PERMIT-001937,1937,general,expired,unit-1-zone-3,unit-1,2026-06-11T19:08:19.942312,2026-06-11T22:26:43.523584
PERMIT-001938,1938,hot_work,active,unit-2-zone-2,unit-2,2026-06-11T22:07:57.755553,2026-06-12T00:45:17.000555
PERMIT-001939,1939,confined_space,active,unit-5-zone-3,unit-5,2026-06-23T15:06:42.808149,2026-06-23T20:55:54.279257
PERMIT-001940,1940,general,expired,unit-2-zone-3,unit-2,2026-06-11T22:17:57.373678,2026-06-11T23:01:41.142838
PERMIT-001941,1941,general,active,unit-4-zone-3,unit-4,2026-06-12T02:21:18.336936,2026-06-12T05:28:53.172214
PERMIT-001942,1942,confined_space,expired,unit-1-zone-2,unit-1,2026-06-11T19:08:28.679087,2026-06-11T22:33:12.665379
PERMIT-001943,1943,confined_space,active,unit-1-zone-3,unit-1,2026-06-11T22:02:58.515217,2026-06-12T05:53:44.388201
PERMIT-001944,1944,electrical,active,unit-2-zone-1,unit-2,2026-06-11T22:18:28.003114,2026-06-12T03:27:33.855528
PERMIT-001945,1945,hot_work,active,unit-3-zone-1,unit-3,2026-06-14T16:15:43.156752,2026-06-14T19:59:31.441893
PERMIT-001946,1946,hot_work,expired,unit-1-zone-2,unit-1,2026-06-11T20:19:47.961025,2026-06-11T22:57:05.453161
PERMIT-001947,1947,electrical,expired,unit-4-zone-2,unit-4,2026-06-12T03:34:44.182122,2026-06-12T04:09:24.074213
PERMIT-001948,1948,hot_work,active,unit-1-zone-2,unit-1,2026-06-11T22:30:39.122447,2026-06-12T01:31:53.872164
PERMIT-001949,1949,electrical,active,unit-5-zone-2,unit-5,2026-06-23T17:47:01.884806,2026-06-23T22:41:18.355273
PERMIT-001950,1950,general,active,unit-4-zone-1,unit-4,2026-06-12T03:35:34.938308,2026-06-12T10:06:31.293556
PERMIT-001951,1951,hot_work,active,unit-4-zone-1,unit-4,2026-06-12T01:12:39.066166,2026-06-12T08:22:17.365204
PERMIT-001952,1952,general,active,unit-4-zone-3,unit-4,2026-06-12T03:01:31.472708,2026-06-12T10:40:19.869027
PERMIT-001953,1953,confined_space,active,unit-4-zone-2,unit-4,2026-06-12T02:03:45.174350,2026-06-12T08:22:47.218003
PERMIT-001954,1954,electrical,active,unit-1-zone-2,unit-1,2026-06-11T22:22:20.989668,2026-06-12T03:52:51.949897
PERMIT-001955,1955,general,expired,unit-2-zone-2,unit-2,2026-06-11T20:15:18.239528,2026-06-11T23:32:59.209190
PERMIT-001956,1956,confined_space,active,unit-3-zone-1,unit-3,2026-06-14T17:25:34.584609,2026-06-14T21:32:44.962624
PERMIT-001957,1957,hot_work,expired,unit-2-zone-1,unit-2,2026-06-11T20:14:41.582957,2026-06-11T23:20:00.015448
PERMIT-001958,1958,confined_space,active,unit-4-zone-2,unit-4,2026-06-12T02:47:05.670504,2026-06-12T05:31:41.776564
PERMIT-001959,1959,confined_space,expired,unit-3-zone-2,unit-3,2026-06-14T15:54:02.372550,2026-06-14T18:03:55.873500
PERMIT-001960,1960,general,active,unit-5-zone-3,unit-5,2026-06-23T15:07:17.869342,2026-06-23T18:14:11.230014
PERMIT-001961,1961,confined_space,active,unit-2-zone-3,unit-2,2026-06-11T22:25:13.151569,2026-06-12T00:44:41.382531
PERMIT-001962,1962,confined_space,active,unit-3-zone-2,unit-3,2026-06-14T19:50:26.442462,2026-06-15T03:48:49.539155
PERMIT-001963,1963,electrical,active,unit-5-zone-1,unit-5,2026-06-23T15:51:59.333634,2026-06-23T20:32:40.996094
PERMIT-001964,1964,general,active,unit-3-zone-1,unit-3,2026-06-14T18:32:38.163441,2026-06-15T00:17:29.415829
PERMIT-001965,1965,general,expired,unit-3-zone-3,unit-3,2026-06-14T19:54:07.396227,2026-06-14T19:06:20.105464
PERMIT-001966,1966,electrical,active,unit-4-zone-2,unit-4,2026-06-12T04:20:37.063956,2026-06-12T09:56:06.132359
PERMIT-001967,1967,confined_space,active,unit-4-zone-2,unit-4,2026-06-12T03:21:13.230676,2026-06-12T09:59:21.566117
PERMIT-001968,1968,hot_work,active,unit-5-zone-3,unit-5,2026-06-23T17:25:55.082962,2026-06-23T19:27:02.334128
PERMIT-001969,1969,general,active,unit-4-zone-2,unit-4,2026-06-12T03:58:47.057275,2026-06-12T07:38:58.471860
PERMIT-001970,1970,electrical,active,unit-2-zone-2,unit-2,2026-06-11T21:29:24.110368,2026-06-12T04:49:02.687290
PERMIT-001971,1971,hot_work,active,unit-3-zone-3,unit-3,2026-06-14T17:09:03.514966,2026-06-14T22:24:48.076509
PERMIT-001972,1972,hot_work,active,unit-3-zone-2,unit-3,2026-06-14T20:09:02.045367,2026-06-15T02:54:30.213531
PERMIT-001973,1973,electrical,active,unit-5-zone-1,unit-5,2026-06-23T16:48:08.979495,2026-06-23T22:49:45.675960
PERMIT-001974,1974,hot_work,expired,unit-4-zone-2,unit-4,2026-06-12T03:37:26.416915,2026-06-12T05:17:58.181819
PERMIT-001975,1975,general,active,unit-3-zone-1,unit-3,2026-06-14T19:14:06.450689,2026-06-14T23:05:11.916532
PERMIT-001976,1976,hot_work,expired,unit-5-zone-3,unit-5,2026-06-23T16:59:32.011803,2026-06-23T16:46:58.949217
PERMIT-001977,1977,electrical,active,unit-5-zone-1,unit-5,2026-06-23T18:51:19.143116,2026-06-24T02:20:16.616141
PERMIT-001978,1978,general,active,unit-5-zone-3,unit-5,2026-06-23T15:24:40.218487,2026-06-23T19:20:33.462551
PERMIT-001979,1979,confined_space,active,unit-4-zone-1,unit-4,2026-06-12T02:19:00.549014,2026-06-12T07:25:46.292640
PERMIT-001980,1980,electrical,active,unit-3-zone-3,unit-3,2026-06-14T17:27:01.974458,2026-06-15T00:57:13.914193
PERMIT-001981,1981,hot_work,expired,unit-1-zone-2,unit-1,2026-06-11T21:32:58.958963,2026-06-11T23:29:36.806014
PERMIT-001982,1982,hot_work,active,unit-4-zone-3,unit-4,2026-06-12T04:12:43.538232,2026-06-12T10:13:06.927881
PERMIT-001983,1983,general,active,unit-4-zone-1,unit-4,2026-06-12T03:10:44.233058,2026-06-12T08:34:00.689238
PERMIT-001984,1984,general,active,unit-4-zone-1,unit-4,2026-06-12T03:36:21.584958,2026-06-12T08:42:39.032276
PERMIT-001985,1985,electrical,active,unit-4-zone-2,unit-4,2026-06-12T05:28:07.481021,2026-06-12T12:18:16.478355
PERMIT-001986,1986,general,active,unit-1-zone-3,unit-1,2026-06-11T23:22:41.989878,2026-06-12T06:50:33.051563
PERMIT-001987,1987,hot_work,active,unit-4-zone-3,unit-4,2026-06-12T05:48:07.655282,2026-06-12T10:41:22.542628
PERMIT-001988,1988,confined_space,active,unit-4-zone-2,unit-4,2026-06-12T03:11:20.318957,2026-06-12T09:46:17.674522
PERMIT-001989,1989,confined_space,active,unit-4-zone-2,unit-4,2026-06-12T03:24:38.428654,2026-06-12T08:30:12.045108
PERMIT-001990,1990,confined_space,expired,unit-5-zone-1,unit-5,2026-06-23T16:18:19.533456,2026-06-23T19:05:41.679865
PERMIT-001991,1991,general,expired,unit-3-zone-1,unit-3,2026-06-14T19:32:56.567974,2026-06-14T20:49:04.135916
PERMIT-001992,1992,hot_work,expired,unit-5-zone-3,unit-5,2026-06-23T15:52:49.330298,2026-06-23T18:56:05.670454
PERMIT-001993,1993,confined_space,active,unit-3-zone-2,unit-3,2026-06-14T18:13:33.911447,2026-06-14T22:54:12.872445
PERMIT-001994,1994,general,expired,unit-3-zone-2,unit-3,2026-06-14T21:18:08.012178,2026-06-14T19:59:57.593362
PERMIT-001995,1995,confined_space,active,unit-5-zone-2,unit-5,2026-06-23T17:36:37.338427,2026-06-23T23:28:41.390827
PERMIT-001996,1996,general,expired,unit-1-zone-1,unit-1,2026-06-11T21:26:24.426798,2026-06-11T22:33:18.411291
PERMIT-001997,1997,hot_work,active,unit-3-zone-1,unit-3,2026-06-14T20:36:06.221216,2026-06-14T23:12:03.396170
PERMIT-001998,1998,general,expired,unit-3-zone-3,unit-3,2026-06-14T18:32:42.137772,2026-06-14T20:57:34.439107
PERMIT-001999,1999,electrical,expired,unit-3-zone-1,unit-3,2026-06-14T20:08:37.599091,2026-06-14T21:38:35.308135
PERMIT-002000,2000,general,active,unit-5-zone-3,unit-5,2026-06-23T15:53:54.650019,2026-06-23T19:53:34.259169
PERMIT-002001,2001,general,expired,unit-1-zone-1,unit-1,2026-06-11T21:16:57.131739,2026-06-11T23:26:09.265472
PERMIT-002002,2002,general,active,unit-2-zone-2,unit-2,2026-06-11T23:16:37.840834,2026-06-12T02:30:37.972168
PERMIT-002003,2003,general,active,unit-4-zone-1,unit-4,2026-06-12T06:58:01.562410,2026-06-12T10:06:32.321888
PERMIT-002004,2004,electrical,active,unit-1-zone-3,unit-1,2026-06-11T21:40:57.867168,2026-06-12T01:03:53.768642
PERMIT-002005,2005,electrical,active,unit-3-zone-2,unit-3,2026-06-14T20:03:42.702484,2026-06-14T22:31:29.662820
PERMIT-002006,2006,confined_space,active,unit-4-zone-2,unit-4,2026-06-12T05:43:26.664900,2026-06-12T12:22:04.136557
PERMIT-002007,2007,electrical,active,unit-4-zone-3,unit-4,2026-06-12T06:53:49.747833,2026-06-12T12:19:50.055545
PERMIT-002008,2008,general,expired,unit-2-zone-2,unit-2,2026-06-11T21:48:53.763773,2026-06-12T00:12:48.131142
PERMIT-002009,2009,general,active,unit-4-zone-2,unit-4,2026-06-12T05:46:10.730808,2026-06-12T08:35:32.660569
PERMIT-002010,2010,electrical,active,unit-5-zone-2,unit-5,2026-06-23T19:42:50.393128,2026-06-23T21:48:05.055076
PERMIT-002011,2011,confined_space,active,unit-4-zone-3,unit-4,2026-06-12T04:09:00.940823,2026-06-12T08:22:36.023885
PERMIT-002012,2012,hot_work,active,unit-2-zone-1,unit-2,2026-06-12T00:04:18.341980,2026-06-12T04:55:57.611185
PERMIT-002013,2013,confined_space,active,unit-3-zone-1,unit-3,2026-06-14T18:58:27.490446,2026-06-14T23:19:16.411858
PERMIT-002014,2014,general,active,unit-1-zone-1,unit-1,2026-06-11T21:16:39.435878,2026-06-12T01:58:12.778911
PERMIT-002015,2015,hot_work,expired,unit-4-zone-2,unit-4,2026-06-12T05:29:08.516807,2026-06-12T08:14:51.259411
PERMIT-002016,2016,confined_space,active,unit-3-zone-3,unit-3,2026-06-14T20:38:25.357289,2026-06-15T00:15:37.710757
PERMIT-002017,2017,hot_work,active,unit-1-zone-2,unit-1,2026-06-11T22:50:38.625017,2026-06-12T01:43:43.140492
PERMIT-002018,2018,confined_space,expired,unit-2-zone-1,unit-2,2026-06-11T21:14:25.717010,2026-06-12T00:37:11.616818
PERMIT-002019,2019,general,active,unit-2-zone-3,unit-2,2026-06-11T23:13:30.209250,2026-06-12T03:11:45.272409
PERMIT-002020,2020,hot_work,active,unit-5-zone-3,unit-5,2026-06-23T19:32:47.173403,2026-06-24T01:30:35.491200
PERMIT-002021,2021,confined_space,active,unit-4-zone-1,unit-4,2026-06-12T08:19:37.726989,2026-06-12T14:37:34.221260
PERMIT-002022,2022,hot_work,active,unit-3-zone-2,unit-3,2026-06-14T21:39:29.040174,2026-06-15T04:30:01.714384
PERMIT-002023,2023,general,active,unit-1-zone-2,unit-1,2026-06-11T21:09:47.705475,2026-06-12T02:54:31.973778
PERMIT-002024,2024,hot_work,active,unit-1-zone-2,unit-1,2026-06-12T00:36:41.524082,2026-06-12T02:45:24.863318
PERMIT-002025,2025,confined_space,active,unit-5-zone-3,unit-5,2026-06-23T18:26:58.290850,2026-06-23T21:24:10.677609
PERMIT-002026,2026,electrical,active,unit-3-zone-2,unit-3,2026-06-14T19:06:38.168758,2026-06-15T01:28:48.532204
PERMIT-002027,2027,general,active,unit-4-zone-2,unit-4,2026-06-12T06:06:16.306895,2026-06-12T10:57:52.722992
PERMIT-002028,2028,electrical,active,unit-5-zone-2,unit-5,2026-06-23T17:09:59.619694,2026-06-24T00:59:05.019600
PERMIT-002029,2029,confined_space,active,unit-5-zone-1,unit-5,2026-06-23T20:29:35.763321,2026-06-23T23:53:53.502665
PERMIT-002030,2030,hot_work,active,unit-2-zone-3,unit-2,2026-06-11T22:18:31.785813,2026-06-12T04:31:08.879109
PERMIT-002031,2031,electrical,active,unit-2-zone-3,unit-2,2026-06-12T01:12:43.536097,2026-06-12T09:04:59.296497
PERMIT-002032,2032,general,active,unit-1-zone-3,unit-1,2026-06-12T00:51:42.931479,2026-06-12T06:29:19.926158
PERMIT-002033,2033,general,active,unit-3-zone-1,unit-3,2026-06-14T19:39:28.306350,2026-06-15T03:27:40.372608
PERMIT-002034,2034,general,active,unit-5-zone-2,unit-5,2026-06-23T19:05:35.029194,2026-06-24T02:15:04.530049
PERMIT-002035,2035,electrical,active,unit-5-zone-1,unit-5,2026-06-23T17:10:02.011337,2026-06-23T23:39:07.124532
PERMIT-002036,2036,hot_work,active,unit-1-zone-2,unit-1,2026-06-12T00:18:45.860364,2026-06-12T04:55:31.263595
PERMIT-002037,2037,hot_work,active,unit-5-zone-1,unit-5,2026-06-23T17:16:41.505295,2026-06-23T21:57:30.187943
PERMIT-002038,2038,confined_space,active,unit-1-zone-1,unit-1,2026-06-11T21:36:09.610771,2026-06-12T03:47:05.296997
PERMIT-002039,2039,confined_space,active,unit-4-zone-2,unit-4,2026-06-12T06:36:08.180649,2026-06-12T09:04:44.141219
PERMIT-002040,2040,electrical,active,unit-4-zone-3,unit-4,2026-06-12T06:00:24.748640,2026-06-12T09:35:17.210750
PERMIT-002041,2041,electrical,expired,unit-2-zone-3,unit-2,2026-06-11T21:26:21.275758,2026-06-11T23:38:27.387284
PERMIT-002042,2042,hot_work,active,unit-4-zone-1,unit-4,2026-06-12T07:49:54.285704,2026-06-12T10:09:53.773694
PERMIT-002043,2043,confined_space,active,unit-2-zone-1,unit-2,2026-06-11T21:45:32.865771,2026-06-12T01:55:42.625206
PERMIT-002044,2044,general,active,unit-5-zone-1,unit-5,2026-06-23T20:54:39.697035,2026-06-24T04:16:20.366585
PERMIT-002045,2045,general,active,unit-1-zone-2,unit-1,2026-06-12T00:16:37.827591,2026-06-12T06:25:12.795199
PERMIT-002046,2046,hot_work,active,unit-4-zone-3,unit-4,2026-06-12T07:57:12.478960,2026-06-12T12:51:34.339864
PERMIT-002047,2047,confined_space,expired,unit-2-zone-1,unit-2,2026-06-11T21:48:32.506901,2026-06-11T23:52:00.293754
PERMIT-002048,2048,hot_work,expired,unit-2-zone-3,unit-2,2026-06-11T22:46:30.722965,2026-06-12T01:03:58.392699
PERMIT-002049,2049,confined_space,expired,unit-5-zone-3,unit-5,2026-06-23T18:29:59.985934,2026-06-23T19:48:58.465880
PERMIT-002050,2050,electrical,active,unit-4-zone-3,unit-4,2026-06-12T07:01:04.019261,2026-06-12T12:35:53.875345
PERMIT-002051,2051,general,active,unit-1-zone-1,unit-1,2026-06-12T00:57:09.067267,2026-06-12T08:30:03.787647
PERMIT-002052,2052,electrical,active,unit-1-zone-2,unit-1,2026-06-12T01:59:38.314314,2026-06-12T05:20:18.372533
PERMIT-002053,2053,hot_work,active,unit-3-zone-2,unit-3,2026-06-14T22:00:12.457719,2026-06-15T03:46:10.150116
